stock_code,fiscal_year,esg_year,company_name,industry,esg_grade,e_grade,s_grade,g_grade,universe,in_corp_code,in_collected_reports,in_sections_extracted,in_firm_year_documents,in_features_expF,in_merged_expF,status,sub_status,reason,source_pipeline,recovery_method,rcept_no,total_tokens,esg_signal_count,g_signal_count,esg_signal_ratio,g_signal_ratio,esg_tfidf_concentration,esg_g_relative,bp_contamination_rate,kcgs_grade,kcgs_grade_7,kcgs_grade_4
000720,2022,2022,현대건설,,A,A,A,B+,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20230315001104.0,6619.0,86.0,237.0,0.013,0.0358,0.0499,1.0,0.0,A,5.0,3.0
000720,2023,2023,현대건설,,A,A,A,A,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20240329003141.0,7720.0,66.0,240.0,0.0085,0.0311,0.0354,1.0,0.0,A,5.0,3.0
000720,2024,2024,현대건설,,A,A,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000760,2022,2022,이화산업,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000760,2023,2023,이화산업,,C,C,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000760,2024,2024,이화산업,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000810,2022,2022,삼성화재해상보험,,A,A,A,A,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20230309000772.0,2158.0,15.0,224.0,0.007,0.1038,0.1215,1.0,0.0,A,5.0,3.0
000810,2023,2023,삼성화재해상보험,,A,A,A+,A,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20240429000782.0,1960.0,15.0,234.0,0.0077,0.1194,0.1398,1.0,0.0,A,5.0,3.0
000810,2024,2024,삼성화재해상보험,,B+,A,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000850,2022,2022,화천기공,,D,D,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000850,2023,2023,화천기공,,C,D,C,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000850,2024,2024,화천기공,,C,D,C,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000860,2022,2022,강남제비스코,,C,C,B,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000860,2023,2023,강남제비스코,,B+,B+,B+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000860,2024,2024,강남제비스코,,B+,A,B+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000880,2022,2022,한화,,A,A,A+,A,hyesung_127x3,True,True,True,False,False,False,FAILED_NO_PASSAGES,,no firm_year_document,jiwoo_native_partial,reprocess_existing_zip,,,,,,,,,,,,
000880,2023,2023,한화,,B+,B+,B+,B+,hyesung_127x3,True,True,True,False,False,False,FAILED_NO_PASSAGES,,no firm_year_document,jiwoo_native_partial,reprocess_existing_zip,,,,,,,,,,,,
000880,2024,2024,한화,,B+,A,B+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000890,2022,2022,보해양조,,D,D,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000890,2023,2023,보해양조,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000890,2024,2024,보해양조,,D,D,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000910,2022,2022,유니온,,C,C,C,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000910,2023,2023,유니온,,C,C,C,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000910,2024,2024,유니온,,C,C,C,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000950,2022,2022,전방,,D,C,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000950,2023,2023,전방,,D,C,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000950,2024,2024,전방,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000970,2022,2022,한국주철관공업,,D,C,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000970,2023,2023,한국주철관공업,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000970,2024,2024,한국주철관공업,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
000990,2022,2022,DB하이텍,,B,B,B+,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000990,2023,2023,DB하이텍,,B+,A,A,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
000990,2024,2024,DB하이텍,,C,B+,A,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001020,2022,2022,페이퍼코리아,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001020,2023,2023,페이퍼코리아,,D,C,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001020,2024,2024,페이퍼코리아,,C,C,C,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001040,2022,2022,CJ,지주회사,B+,B+,A,B+,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20230321001305.0,2444.0,24.0,212.0,0.0098,0.0867,0.1007,1.0,0.0,B+,4.0,2.0
001040,2023,2023,CJ,지주회사,A,A,A+,B+,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20240320001996.0,2399.0,22.0,207.0,0.0092,0.0863,0.1026,1.0,0.0,A,5.0,3.0
001040,2024,2024,CJ,지주회사,A,A,A+,A,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001060,2022,2022,JW중외제약,,C,B,B+,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001060,2023,2023,JW중외제약,,B+,B,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001060,2024,2024,JW중외제약,,B+,B+,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001070,2022,2022,대한방직,,C,D,D,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001070,2023,2023,대한방직,,C,C,D,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001070,2024,2024,대한방직,,C,C,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001080,2022,2022,만호제강,,C,D,C,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001080,2023,2023,만호제강,,C,C,C,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001080,2024,2024,만호제강,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001120,2022,2022,LX인터내셔널,,A,B+,A,A,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20230315000850.0,2879.0,11.0,335.0,0.0038,0.1164,0.1186,1.0,0.0,A,5.0,3.0
001120,2023,2023,LX인터내셔널,,B+,B+,A+,B,hyesung_127x3,True,True,True,True,False,False,SUCCESS,,,jiwoo_native,none_needed,20240320000868.0,2568.0,12.0,280.0,0.0047,0.109,0.1255,1.0,0.0,B+,4.0,2.0
001120,2024,2024,LX인터내셔널,,A,B+,A+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001130,2022,2022,대한제분,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001130,2023,2023,대한제분,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001130,2024,2024,대한제분,,C,C,C,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001140,2022,2022,국보,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001140,2023,2023,국보,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001140,2024,2024,국보,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001200,2022,2022,유진증권,,B,C,B+,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001200,2023,2023,유진증권,,B,C,B,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001200,2024,2024,유진증권,,C,B,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001210,2022,2022,금호전기,,D,D,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001210,2023,2023,금호전기,,D,C,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001210,2024,2024,금호전기,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001230,2022,2022,동국제강,,B,B+,B,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001230,2023,2023,동국홀딩스,,A,A,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001230,2024,2024,동국홀딩스,,A,B+,A+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001250,2022,2022,GS글로벌,,B+,C,B+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001250,2023,2023,GS글로벌,,B+,B+,B+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001250,2024,2024,GS글로벌,,B+,B+,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001260,2022,2022,남광토건,,C,D,D,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001260,2023,2023,남광토건,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001260,2024,2024,남광토건,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001270,2022,2022,부국증권,,C,D,C,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001270,2023,2023,부국증권,,C,D,B,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001270,2024,2024,부국증권,,C,D,B,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001290,2022,2022,상상인증권,,D,D,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001290,2023,2023,상상인증권,,D,D,C,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001290,2024,2024,상상인증권,,C,D,C,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001340,2022,2022,백광산업,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001340,2023,2023,백광산업,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001340,2024,2024,PKC,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001360,2022,2022,삼성제약,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001360,2023,2023,삼성제약,,D,D,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001360,2024,2024,삼성제약,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001380,2022,2022,SG글로벌,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001380,2023,2023,SG글로벌,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001380,2024,2024,SG글로벌,,D,C,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001390,2022,2022,KG케미칼,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001390,2023,2023,KG케미칼,,C,C,D,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001390,2024,2024,KG케미칼,,C,B+,B,C,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001420,2022,2022,태원물산,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001420,2023,2023,태원물산,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001420,2024,2024,태원물산,,D,D,D,D,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001430,2022,2022,세아베스틸지주,,C,C,B,B,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001430,2023,2023,세아베스틸지주,,A,A,A,A,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001430,2024,2024,세아베스틸지주,,A,A,B+,A,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001440,2022,2022,대한전선,,A,B+,A+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001440,2023,2023,대한전선,,A,A,A+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2023 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
001440,2024,2024,대한전선,,A,A,A+,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_FY2024_NOT_COLLECTED,fy2024 not collected in user pipeline,awaiting_refetch_fy2024,dart_api_refetch_fy2024,,,,,,,,,,,,
001450,2022,2022,현대해상,,B+,A,A,B+,hyesung_127x3,True,False,False,False,False,False,FAILED_REFETCH_NEEDED,FAILED_OUT_OF_USER_UNIVERSE,fy2022 not collected in user pipeline,awaiting_refetch_oou,dart_api_refetch_127firm_universe,,,,,,,,,,,,
